证券代码,证券简称,净利润增长率%,加权平均ROE本期,加权平均ROE上年同期,加权平均ROE增长率%,营业收入增长率%,基本
600715,文投控股,143.32888888888888,5.701111111111111,7.808888888888889,-27.236666666666665,113.82333333333332,0.1622222222222222
000985,大庆华科,143.3286666666667,1.556,2.065333333333333,113.98866666666669,12.993999999999998,0.06133333333333333
000548,湖南投资,143.01999999999998,2.7806666666666664,2.2619999999999996,201.69333333333333,105.22933333333334,0.08600000000000002
600782,新钢股份,142.97666666666672,7.0566666666666675,2.3320000000000003,103.53933333333333,17.708000000000002,0.276
000799,酒鬼酒,142.50933333333333,4.531999999999999,1.9926666666666668,144.61933333333334,34.29933333333333,0.24533333333333335
600392,盛和资源,142.50733333333335,2.156666666666667,2.2313333333333336,12.894666666666671,131.1746666666667,0.07200000000000001
600053,九鼎投资,141.72200000000004,11.126666666666667,10.046666666666669,81.30866666666665,42.72866666666666,0.36933333333333335
002218,拓日新能,140.88333333333335,2.286666666666667,1.6406666666666667,111.95533333333334,28.395999999999997,0.07600000000000001
002097,山河智能,140.7893333333333,2.5693333333333337,1.1633333333333333,115.22533333333331,36.96399999999999,0.09666666666666668
000667,美好置业,139.6726666666667,3.920000000000001,3.5340000000000007,124.578,13.313333333333327,0.09733333333333334
002006,精功科技,138.23333333333332,3.0213333333333328,1.8293333333333335,127.13933333333331,10.899999999999997,0.06400000000000002
600693,东百集团,137.93266666666665,3.3346666666666667,5.992,115.75666666666666,23.169333333333334,0.08733333333333333
002155,湖南黄金,136.48399999999995,2.344666666666667,2.001333333333333,105.28666666666666,26.618666666666666,0.08266666666666668
600110,诺德股份,136.17666666666668,0.5933333333333335,-1.528,117.33000000000001,12.605333333333332,0.021333333333333336
600576,祥源文化,135.8226666666667,2.277333333333333,0.9906666666666669,57.56466666666666,2196.520666666667,0.060666666666666674
002721,金一文化,135.476,3.6993333333333336,3.7193333333333327,35.46066666666666,44.977333333333334,0.15066666666666667
000636,风华高科,132.91599999999997,3.509333333333333,1.7313333333333334,106.15666666666668,20.029999999999994,0.1833333333333333
002587,奥拓电子,132.39500000000004,5.868571428571428,5.387857142857143,103.79214285714286,68.59357142857142,0.10857142857142858
600330,天通股份,131.82333333333332,2.7600000000000002,1.8919999999999995,58.17066666666666,21.570666666666668,0.11266666666666666
002803,吉宏股份,131.28666666666666,11.441666666666665,7.426666666666667,72.35000000000001,102.59166666666668,0.5316666666666666
002215,诺 普 信,130.95,7.400666666666667,6.648666666666666,72.42933333333335,13.318666666666667,0.14333333333333337
601012,隆基股份,130.09466666666668,11.49066666666667,9.282666666666668,45.252,71.42666666666666,0.5273333333333334
002755,东方新星,129.608,0.768,1.359,130.531,39.705,0.03300000000000001
600171,上海贝岭,127.46000000000001,2.9746666666666663,2.185333333333333,111.15333333333332,13.950666666666669,0.08666666666666668
002753,永东股份,127.28999999999999,10.159,6.351999999999999,86.49800000000002,54.126999999999995,0.4960000000000001
002221,东华能源,126.47866666666667,7.454666666666668,5.617999999999999,54.41933333333334,39.16866666666667,0.30266666666666675
002505,大康农业,126.22466666666668,0.4093333333333333,0.296,256.176,189.6146666666667,0.0026666666666666666
000561,烽火电子,125.50285714285712,2.1992857142857143,1.9778571428571425,108.80785714285716,14.879999999999999,0.04071428571428572
002683,宏大爆破,125.08066666666666,2.429333333333333,3.198,67.10733333333333,10.105333333333332,0.10733333333333334
002176,江特电机,125.04733333333334,3.7806666666666673,2.7786666666666666,61.98266666666667,73.12133333333333,0.0986666666666667
000802,北京文化,124.492,1.8566666666666665,2.078,-31.552,44.494,0.10466666666666667
002696,百洋股份,123.8342857142857,2.532142857142856,2.232142857142857,34.006428571428565,18.272142857142857,0.15714285714285717
600460,士兰微,123.07466666666666,2.7773333333333334,2.844666666666667,105.80933333333331,13.792,0.05866666666666667
002159,三特索道,121.99066666666666,0.2926666666666668,-2.6806666666666668,110.18466666666669,14.661333333333333,0.029333333333333343
000056,皇庭国际,121.55769230769232,1.7107692307692308,-1.103846153846154,78.66076923076922,102.31307692307692,0.09000000000000001
600730,中国高科,120.97866666666667,6.338666666666667,9.120666666666667,90.96133333333334,118.22000000000004,0.206
000892,欢瑞世纪,120.28000000000002,5.41625,5.46125,137.74,92.8125,0.14999999999999997
600781,辅仁药业,120.19466666666666,6.256666666666666,4.483333333333333,47.85999999999999,86.914,0.30866666666666664
601020,华钰矿业,119.90428571428572,8.332857142857144,6.945714285714286,75.75,83.17714285714285,0.27285714285714285
