证券代码,证券简称,净利润增长率%,加权平均ROE本期,加权平均ROE上年同期,加权平均ROE增长率%,营业收入增长率%,基本
002453,华软科技,-922.88,-13.43,-9.36,-1122.77,175.51,-0.23
002455,百川股份,432.72,81.17,73.75,248.39,28.9,1.58
002456,欧菲科技,367.73,102.32,111.58,104.58,353.7,4.85
002457,青龙管业,-9407.18,5.22,11.62,-262.5,92.05,0.14
002458,益生股份,-1747.61,-38.16,-99.61,-2649.73,649.51,0.8200000000000001
002459,天业通联,-380.11,-22.38,-44.45,520.24,118.04,-0.8200000000000001
002460,赣锋锂业,2354.9,245.28,161.6,1358.55,983.15,9.26
002461,珠江啤酒,687.95,30.63,26.67,278.2,77.46,1.4100000000000001
002462,嘉事堂,158.21,132.57,153.66,-116.14,583.14,10.19
002463,沪电股份,3399.24,37.81,14.11,3270.45,164.78,0.79
002464,众应互联,-851.12,56.93,8.96,-1961.69,251.1,3.77
002465,海格通信,127.77,48.31,55.12,-89.76,206.57,1.53
002466,天齐锂业,7714.82,242.31,171.93,4613.88,858.93,14.13
002467,二六三,-736.04,25.42,44.35,-714.98,48.91,0.59
002468,申通快递,74.26,188.85,132.14,21974.4,151.28,5.55
002469,三维工程,181.18,49.85,72.26,129.14,180.19,1.49
002470,金正大,156.39,127.44,150.16,-157.69,269.1,4.77
002471,中超控股,6.02,50.25,51.4,-56.51,186.28,0.8200000000000001
002472,双环传动,365.36,65.28,65.52,33.01,420.97,3.42
002473,*ST圣莱,-1651.09,-50.88,-60.75,-1015.34,-27.84,-1.1400000000000001
002474,榕基软件,65.1,21.32,20.8,122.57,113.53,0.47000000000000003
002475,立讯精密,610.58,136.63,147.97,-104.08,661.2,5.3
002476,宝莫股份,-1184.34,-5.74,12.23,-1240.41,-33.75,-0.07
002477,雏鹰农牧,8801.03,51.13,51.85,5965.13,742.76,0.96
002478,常宝股份,439.57,54.03,54.62,198.71,169.59,3.02
002479,富春环保,227.92,83.37,80.87,71.68,-48.59,2.88
002480,新筑股份,-3592.21,-21.63,-23.78,-3312.23,294.66,-0.78
002481,双塔食品,64.57,44.12,69.36,-309.55,410.37,1.27
002482,广田集团,147.14,65.25,72.69,-62.49,163.75,3.47
002483,润邦股份,39.48,6.2,10.73,40.69,116.36,0.17
002484,江海股份,159.09,77.89,69.88,212.69,203.29,2.51
002485,希努尔,9769.8,7.78,-0.48,9547.71,-6.47,0.4
002486,嘉麟杰,-672.58,-37.38,-28.48,-738.0,-18.05,-0.42
002487,大金重工,399.73,33.97,34.82,332.55,778.11,1.03
002488,金固股份,3724.97,-3.92,10.35,2018.34,363.61,0.1
002489,浙江永强,51.45,84.15,108.59,-21.58,109.31,2.22
002490,山东墨龙,-7173.46,-51.25,-58.15,-3017.04,269.43,-1.52
002491,通鼎互联,759.37,119.28,106.74,599.37,159.26,3.33
002492,恒基达鑫,274.77,39.32,39.14,145.11,154.8,1.33
002493,荣盛石化,5555.81,103.99,59.59,3605.53,480.16,4.06
002494,华斯股份,-774.85,6.35,21.91,-803.72,-149.41,0.26
002495,佳隆股份,12.46,31.93,34.26,-12.74,25.17,0.45
002496,辉丰股份,317.52,64.27,80.64,55.91,992.89,2.38
002497,雅化集团,217.84,66.27,68.28,116.35,303.82,1.65
002498,汉缆股份,50.99,61.47,63.87,66.87,70.93,1.1400000000000001
002499,科林环保,1490.34,49.19,37.61,1382.39,742.04,1.88
002500,山西证券,775.91,75.41,88.45,601.17,878.1,2.62
002501,利源精制,-464.58,64.32,107.37,-753.01,47.69,2.7199999999999998
002502,骅威文化,1544.73,58.29,53.92,441.11,225.12,2.45
002503,搜于特,861.76,108.16,92.41,333.87,1870.29,2.15
002504,弘高创意,-689.81,158.42,208.57,1335.67,-174.91,2.5
002505,大康农业,1893.37,6.14,4.44,3842.64,2844.22,0.04
002506,协鑫集成,-687.6,105.97,158.96,-685.97,508.01,0.31
002507,涪陵榨菜,613.69,180.09,147.2,288.86,340.84,5.09
002508,老板电器,519.64,244.51,232.54,95.5,350.24,12.91
002509,天广中茂,832.36,79.92,83.12,-84.13,913.65,2.06
002510,天汽模,38.4,64.74,72.72,-75.61,170.65,1.9100000000000001
002511,中顺洁柔,965.64,81.76,57.65,794.02,347.78,3.38
002512,达华智能,-2079.87,6.17,37.66,-2374.78,1214.22,0.1
002513,蓝丰生化,816.75,10.12,3.9,-155.38,157.0,0.98
002514,宝馨科技,755.46,36.81,21.3,299.04,359.44,0.9
002515,金字火腿,935.71,34.69,32.71,687.57,416.27,0.73
002516,旷达科技,342.46,97.16,99.1,-7.53,60.87,2.6
002517,恺英网络,1531.36,307.67,234.27,57409.99,290.27,6.63
002518,科士达,388.6,123.09,110.36,177.06,293.33,5.31
002519,银河电子,430.79,78.73,87.41,-11.14,138.83,2.96
002520,日发精机,196.23,39.63,49.18,-105.04,456.92,1.07
002521,齐峰新材,-178.42,48.53,68.11,-279.7,187.72,3.21
002522,浙江众成,297.67,43.44,45.53,198.32,268.01,0.74
002523,天桥起重,2259.63,44.59,34.05,1784.12,422.63,0.93
002524,光正集团,-842.33,-25.55,-37.82,-848.41,131.36,-0.38
002526,山东矿机,-11264.72,-0.39,-12.4,-12698.72,188.78,-0.16
002527,新时达,-267.94,55.88,75.75,-487.77,636.29,2.25
002528,英飞拓,-3391.93,-8.94,-15.63,-3414.38,719.85,-0.2
002529,海源复材,6367.53,-0.6000000000000001,-7.15,6278.55,372.08,0.02
002530,金财互联,3932.91,38.44,34.61,446.31,527.35,1.8900000000000001
002531,天顺风能,450.19,119.17,118.94,111.18,374.86,2.65
002532,新界泵业,304.95,97.49,94.94,162.1,113.64,3.18
002533,金杯电工,188.23,58.3,58.21,103.97,175.12,2.27
002534,杭锅股份,325.5,53.01,34.2,172.74,118.62,1.65
002535,林州重机,10682.69,-3.04,0.32,2458.18,65.2,-0.21
002536,西泵股份,914.19,75.1,53.79,589.76,257.95,5.21
002537,海联金汇,1641.01,62.49,55.11,634.68,310.72,3.64
002538,司尔特,237.47,73.94,77.86,16.93,79.16,3.02
002539,云图控股,211.4,55.71,56.39,93.34,202.48,1.8900000000000001
002540,亚太科技,277.39,82.95,83.96,27.33,204.15,2.47
002541,鸿路钢构,297.63,58.76,57.56,42.74,209.14,5.62
002542,中化岩土,422.65,69.23,78.9,-162.88,723.14,1.22
002543,万和电气,226.14,127.37,117.72,139.2,262.68,8.36
002544,杰赛科技,-81.18,46.57,47.42,-18.73,250.23,1.3
002545,东方铁塔,755.42,28.27,23.83,394.14,345.29,1.44
002546,新联电子,27.91,52.49,68.16,-209.92,91.04,2.17
002547,春兴精工,-327.0,40.1,79.93,-675.83,369.14,1.16
002548,金新农,77.5,65.06,83.96,-307.19,192.51,2.31
002549,凯美特气,1059.49,16.7,10.36,1002.86,683.77,0.23
002550,千红制药,104.6,99.45,103.98,-1.94,229.18,2.48
002551,尚荣医疗,248.07,86.44,86.57,36.39,319.62,2.81
002552,*ST宝鼎,-4668.93,-41.82,-51.23,-5000.49,76.74,-1.02
002553,南方轴承,243.92,114.13,102.88,166.43,118.33,2.29
002554,惠博普,86.21,53.63,66.52,-111.54,191.96,1.44
002555,三七互娱,37747.61,221.01,159.4,9988.71,5597.71,5.89
002556,辉隆股份,257.19,66.13,63.14,183.25,273.44,2.42
002557,洽洽食品,153.02,103.9,100.82,81.11,131.49,6.13
002558,巨人网络,4703.75,104.33,64.35,8716.64,302.76,3.5300000000000002
002559,亚威股份,98.15,55.65,57.38,-2.16,188.62,2.26
002560,通达股份,287.88,29.45,32.94,222.15,560.42,1.7000000000000002
002561,徐家汇,-20.76,100.83,108.66,-92.18,10.66,4.85
002562,兄弟科技,1503.46,97.98,77.21,882.6,325.28,3.76
002563,森马服饰,226.99,116.95,111.69,125.19,234.39,4.53
002564,天沃科技,-451.34,19.22,11.03,-1209.17,3183.89,0.67
002565,顺灏股份,612.28,44.14,46.44,507.79,-14.5,1.2
002566,益盛药业,660.3,57.88,66.02,611.86,319.74,3.0
002568,百润股份,933.86,139.03,138.26,1747.03,402.75,3.11
002569,步森股份,-1532.47,-32.35,-50.76,-1549.96,-43.78,-1.15
002570,*ST因美,-1462.54,-114.94,-62.57,-1642.44,-225.06,-3.17
002571,德力股份,-3471.98,-12.83,-4.75,-3590.42,-84.04,-0.51
002572,索菲亚,608.95,185.4,175.32,153.76,589.55,9.42
002573,清新环境,443.66,160.51,151.01,153.91,729.28,5.09
002574,明牌珠宝,-118.68,27.31,40.11,-142.3,-195.42,1.6099999999999999
002575,群兴玩具,-838.77,6.47,10.91,-833.2,-696.79,0.09
002576,通达动力,3531.23,9.43,5.19,-2726.66,50.44,0.52
002577,雷柏科技,-178.56,-8.37,0.74,-143.26,-36.33,-0.45
002578,闽发铝业,46.14,18.67,23.03,-213.59,29.1,0.4
002579,中京电子,9024.36,79.54,71.32,8167.82,511.82,1.6800000000000002
002580,圣阳股份,93.07,28.92,31.21,-94.85,175.44,1.33
002581,未名医药,137.89,126.41,139.51,-125.21,189.05,4.38
002582,好想你,2463.72,31.78,30.68,1218.33,1249.05,2.5300000000000002
002583,海能达,2468.75,31.99,19.07,2139.67,773.04,0.52
002584,西陇科学,74.81,51.44,56.67,-118.89,208.14,2.23
002585,双星新材,331.64,24.64,24.21,67.1,171.53,1.74
002586,围海股份,3485.95,29.23,30.36,1184.66,304.34,0.91
002587,奥拓电子,1853.53,82.16,75.43,1453.09,960.31,1.52
002588,史丹利,-122.71,118.36,146.7,-276.76,19.37,5.49
002589,瑞康医药,2274.94,216.9,198.26,404.6,1329.18,13.26
002590,万安科技,312.01,76.15,84.59,-104.88,245.84,2.24
002591,恒大高新,-2339.58,-12.86,-13.21,-2223.58,219.17,-0.29
002592,八菱科技,-44.57,58.54,81.62,-438.82,94.34,3.8200000000000003
002593,日上集团,254.17,30.7,29.4,82.81,361.08,1.1400000000000001
002595,豪迈科技,158.24,189.57,195.76,-47.41,315.67,7.72
002596,海南瑞泽,926.78,28.81,18.89,1227.19,397.3,0.97
002597,金禾实业,1098.62,210.47,153.39,780.33,159.93,10.07
002598,山东章鼓,10.71,72.56,74.19,-7.23,206.28,1.76
002599,盛通股份,1147.17,41.26,32.49,468.52,469.47,1.8900000000000001
002600,领益智造,4165.85,41.95,21.4,689.33,1987.49,1.27
002601,龙蟒佰利,9108.41,105.56,62.35,2765.4,1187.45,7.08
002602,世纪华通,1358.99,117.55,103.85,400.87,777.47,5.73
002603,以岭药业,351.96,94.24,89.9,129.69,225.7,4.79
002604,*ST龙力,320.33,27.24,29.02,63.76,235.03,1.22
002605,姚记扑克,-150.37,70.29,92.75,-332.47,-62.51,2.18
002606,大连电瓷,268.25,54.92,53.88,217.97,220.19,1.83
002607,中公教育,2820.94,28.65,18.91,1461.92,61.99,0.79
002608,江苏国信,-449.6,-1.12,25.78,-5853.69,74.7,1.42
002609,捷顺科技,221.17,83.38,94.96,-206.66,179.29,1.73
002610,爱康科技,238.98,27.18,36.48,-216.78,218.09,0.63
002611,东方精工,1054.16,56.55,65.82,-247.5,1091.49,1.8
002612,朗姿股份,342.16,50.07,45.13,254.55,420.65,3.7199999999999998
002613,北玻股份,5022.08,17.26,9.31,5224.51,178.18,0.32
002614,奥佳华,1336.44,73.53,58.74,1128.04,258.88,3.46
002615,哈尔斯,641.04,109.86,108.09,464.03,437.56,2.68
002616,长青集团,1038.99,62.62,59.83,545.53,160.12,2.61
002617,露笑科技,3897.06,73.73,42.72,3370.87,440.89,2.23
002618,丹邦科技,-118.33,19.55,27.14,-158.09,21.14,1.26
002619,艾格拉斯,4902.11,62.19,44.93,1326.23,362.73,2.84
002620,瑞和股份,444.26,64.24,60.58,112.17,363.73,5.21
002621,三垒股份,-379.26,23.5,34.75,-403.88,255.11,1.07
002622,融钰集团,660.29,31.44,32.15,13728.52,668.71,0.73
002623,亚玛顿,567.9,17.73,19.21,532.83,296.63,2.39
002624,完美世界,2794.91,185.49,155.83,1790.66,703.85,7.34
002625,光启技术,368.68,48.13,67.04,-452.72,64.24,1.02
002626,金达威,1163.81,160.14,121.29,728.24,571.57,5.74
002627,宜昌交运,189.49,57.65,60.7,-85.73,220.14,4.12
002628,成都路桥,-224.65,9.97,19.25,-232.28,296.1,0.37
002629,仁智股份,-2281.66,-56.46,-56.12,-2467.95,7626.38,-0.97
002630,华西能源,-1.87,57.91,62.13,-156.17,152.18,2.38
002631,德尔未来,80.45,91.59,94.51,20.39,304.15,2.24
002632,道明光学,1140.65,55.17,37.74,774.59,437.59,1.63
002633,申科股份,-553.88,-16.19,-26.77,-577.29,-208.81,-0.5700000000000001
002634,棒杰股份,-13.94,52.84,57.48,-124.16,62.67,1.33
002635,安洁科技,735.54,116.92,120.76,13.78,882.02,6.67
002636,金安国纪,1755.77,144.86,105.47,1338.29,231.62,3.64
002637,赞宇科技,1529.62,51.56,44.9,1017.83,521.47,2.61
002638,勤上股份,-1539.64,-2.63,-0.1,-1004.8,218.83,0.32
002639,雪人股份,651.69,2.62,4.33,462.08,596.7,0.12
002640,跨境通,3966.27,123.62,89.42,1095.79,3235.1,3.96
002641,永高股份,69.02,74.56,81.82,-102.52,174.87,1.9500000000000002
002642,荣之联,204.03,17.33,39.75,-153.18,301.18,1.1
002643,万润股份,990.24,91.19,83.81,292.89,488.08,5.87
002644,佛慈制药,457.34,44.18,41.52,154.97,138.18,1.17
002645,华宏科技,4907.78,39.13,22.93,2190.61,1150.6,2.67
002646,青青稞酒,-380.87,84.48,120.39,-416.08,-26.22,4.44
002647,仁东控股,-412.96,-13.11,-2.74,-9.34,730.31,-0.34
002648,卫星石化,12470.04,56.1,38.05,10401.73,402.62,3.2
002649,博彦科技,318.77,85.82,87.93,148.88,227.55,6.67
002650,加加食品,66.33,82.3,84.14,3.23,55.46,1.65
002651,利君股份,-160.83,57.47,79.68,-183.69,-108.13,1.24
002652,扬子新材,988.0,187.02,166.24,693.5,689.88,3.24
002654,万润科技,1228.5,55.8,61.26,66.76,1172.95,1.74
002655,共达电声,-2454.82,-20.16,24.71,-2996.75,95.93,-0.26
002656,摩登大道,-2127.1,6.49,0.56,-2279.56,230.12,0.5
002657,中科金财,601.49,46.5,69.07,-233.77,63.19,2.92
002658,雪迪龙,6.43,89.33,99.37,-142.48,210.07,2.35
002659,凯文教育,-8722.78,-24.96,-19.12,-5953.36,-184.53,-0.86
002660,茂硕电源,-3652.8,2.39,-9.4,-10943.1,436.22,0.12
002661,克明面业,448.61,80.6,86.86,66.69,243.26,6.22
002662,京威股份,176.04,88.13,95.91,-102.05,501.38,4.42
002663,普邦股份,-204.29,35.12,64.89,-403.42,108.49,0.9
002664,长鹰信质,184.57,111.55,113.42,-2.51,239.31,4.67
002665,首航节能,-393.98,36.3,55.92,-482.66,1648.38,0.8200000000000001
002666,德联集团,-22.24,47.84,58.88,-248.13,354.67,1.8399999999999999
002667,鞍重股份,456.27,15.83,23.36,484.53,125.17,0.86
002668,奥马电器,323.63,118.47,126.77,-30.28,216.79,10.72
002669,康达新材,354.89,89.28,105.44,19.76,301.66,3.7199999999999998
002670,国盛金控,2118.02,33.13,63.16,-1081.81,-415.2,2.5300000000000002
002671,龙泉股份,-1934.14,8.59,31.32,-1497.68,332.13,0.30000000000000004
002672,东江环保,318.47,125.55,119.4,112.27,263.85,4.68
002673,西部证券,1537.51,107.24,125.02,485.81,927.23,4.2
002674,兴业科技,10491.2,17.11,29.82,10401.55,-3.06,1.23
002675,东诚药业,417.86,66.2,70.65,-24.27,447.58,3.45
002676,顺威股份,149.71,6.31,27.68,97.41,36.09,0.4
002677,浙江美大,473.03,161.74,131.8,311.9,503.08,3.24
002678,珠江钢琴,45.37,71.39,76.66,-96.61,112.02,1.55
002679,福建金森,-4492.55,10.59,7.98,-4049.31,15419.08,0.38
002680,*ST长生,178.15,100.59,68.16,5096.91,251.02,3.8200000000000003
002681,奋达科技,502.22,96.96,108.73,-186.4,612.89,2.81
002682,龙洲股份,832.86,40.37,35.17,253.32,332.33,2.3
002683,宏大爆破,1876.21,36.44,47.97,1006.61,151.58,1.6099999999999999
002684,猛狮科技,4741.7,-25.06,17.77,1441.56,1140.1,-1.11
002685,华东重机,5963.81,36.89,17.3,1925.21,1821.28,1.13
002686,亿利达,264.32,99.24,104.45,-8.24,373.01,2.47
002687,乔治白,45.02,58.15,58.26,26.66,151.63,1.63
002688,金河生物,321.66,95.4,95.28,50.73,322.69,2.85
002689,远大智能,-509.24,20.17,42.9,-518.62,-148.94,0.28
002690,美亚光电,160.15,135.46,131.02,25.68,219.24,4.01
002691,冀凯股份,-310.82,16.35,24.21,-331.41,195.59,0.66
002692,远程股份,-99.04,60.86,70.23,-178.71,84.69,1.82
002693,双成药业,-2060.85,-85.74,-62.6,-2408.71,576.77,-1.51
002694,顾地科技,-809.07,25.28,27.7,-872.05,27.99,0.56
002695,煌上煌,342.36,69.0,60.77,249.7,233.95,3.71
002696,百洋股份,1733.68,35.45,31.25,476.09,255.81,2.2
002697,红旗连锁,163.95,84.66,83.21,53.94,173.29,1.44
002698,博实股份,93.06,137.5,166.74,-97.56,221.68,3.96
002700,新疆浩源,-116.6,89.76,108.72,-239.65,77.12,1.87
002701,奥瑞金,64.64,183.64,206.92,-119.19,158.93,5.38
002702,海欣食品,-1241.19,-6.78,-5.24,-1254.93,105.83,-0.16
002703,浙江世宝,-281.83,27.46,42.54,-533.04,169.13,1.13
002705,新宝股份,346.52,110.79,108.1,84.45,208.18,5.06
002706,良信电器,412.26,117.06,116.69,34.11,284.63,6.08
002707,众信旅游,524.47,122.3,147.85,-173.38,589.2,3.5
002708,光洋股份,-137.46,30.18,51.15,-391.09,400.85,1.05
002709,天赐材料,2659.32,188.12,142.5,1360.19,598.8,11.39
002711,欧浦智网,777.56,141.87,123.77,481.98,862.5,3.66
002712,思美传媒,1371.31,89.59,84.01,498.27,512.12,6.8100000000000005
002713,东易日盛,419.08,31.36,18.35,366.47,388.62,0.9500000000000001
002714,牧原股份,15867.92,251.29,216.49,10990.84,877.38,14.35
002715,登云股份,-1246.57,-10.59,-5.03,-1711.34,100.07,-0.27
002716,金贵银业,296.17,70.43,71.11,-25.82,452.94,3.5700000000000003
002717,岭南股份,871.97,140.76,141.61,28.18,920.18,6.25
002718,友邦吊顶,198.28,125.97,149.58,-196.08,364.0,11.74
002719,麦趣尔,157.93,35.65,48.5,436.86,284.4,3.2800000000000002
002721,金一文化,2032.14,55.49,55.79,531.91,674.66,2.26
002723,金莱特,-879.82,22.24,44.69,-929.66,255.94,0.99
002724,海洋王,1828.52,36.46,35.11,1697.98,142.4,1.16
002725,跃岭股份,-461.09,42.97,68.23,-500.4,50.46,2.37
002726,龙大肉食,430.25,101.31,100.21,200.68,332.61,3.34
002727,一心堂,242.27,152.11,169.79,-130.73,304.42,9.42
002728,特一药业,245.59,109.77,112.33,18.33,419.97,5.19
002729,好利来,100.29,48.06,70.9,-22.98,32.17,2.88
002730,电光科技,123.24,46.19,53.85,3.51,223.98,1.5899999999999999
002731,萃华珠宝,-411.47,31.74,46.44,-59.8,-78.02,2.48
002732,燕塘乳业,31.43,89.89,103.01,-121.43,120.05,4.86
002733,雄韬股份,-248.14,38.01,60.38,-470.27,151.62,1.85
002734,利民股份,672.55,81.72,76.97,190.54,244.33,6.14
002735,王子新材,187.73,51.79,55.58,37.37,155.21,3.14
002736,国信证券,-208.3,87.03,153.77,-365.19,-185.27,4.75
002737,葵花药业,262.74,99.96,114.62,67.43,176.98,8.69
002738,中矿资源,-340.53,52.24,51.64,-436.56,554.71,1.9
002739,万达电影,200.14,125.63,164.51,-223.05,400.63,9.77
002740,爱迪尔,-41.31,35.1,54.76,-264.27,449.82,1.8599999999999999
002741,光华科技,593.65,66.45,56.85,245.86,283.06,1.67
002742,三圣股份,220.2,81.2,86.6,26.63,259.09,4.12
002743,富煌钢构,552.2,32.62,37.17,92.13,320.71,1.73
002745,木林森,455.16,84.12,116.93,-139.83,583.73,7.02
002746,仙坛股份,3933.79,70.68,53.92,16374.1,78.26,5.6
002747,埃斯顿,596.53,56.82,68.85,-90.36,540.14,1.46
002748,世龙实业,910.09,72.06,66.05,598.3,152.7,3.26
002749,国光股份,172.11,147.83,142.73,46.64,106.28,15.27
002750,龙津药业,-180.69,67.02,99.85,-391.65,262.73,1.24
002751,易尚展示,1150.23,37.98,44.1,855.75,133.71,1.43
002752,昇兴股份,-77.4,50.06,65.5,-228.39,-14.04,1.12
002753,永东股份,1272.9,101.59,63.52,864.98,541.27,4.96
002755,东方新星,1296.08,7.68,13.59,1305.31,397.05,0.33
002756,永兴特钢,246.02,65.83,61.91,92.99,162.76,5.77
002757,南兴装备,462.95,74.53,61.68,273.0,350.58,5.49
002758,华通医药,-30.65,45.94,56.9,-147.65,86.49,1.46
002759,天际股份,809.59,35.46,66.0,-490.96,423.37,1.6600000000000001
002760,凤形股份,-1073.78,-10.0,17.28,-1166.65,152.03,-0.5700000000000001
002761,多喜爱,429.75,22.05,23.79,324.44,124.35,1.03
002762,金发拉比,100.95,50.71,59.21,-68.52,72.61,2.17
002763,汇洁股份,134.86,98.74,113.1,-43.13,59.6,5.78
002765,蓝黛传动,106.81,59.98,66.02,-113.36,140.76,2.27
002766,索菱股份,290.55,47.48,54.42,-96.92,325.22,2.32
002767,先锋电子,-160.87,35.58,54.87,-298.75,17.64,1.57
002768,国恩股份,580.41,109.63,101.58,91.17,612.0,4.42
002769,普路通,-96.17,87.05,133.24,-319.32,270.62,2.76
002770,科迪乳业,177.1,46.92,56.18,-106.63,283.18,0.8300000000000001
002771,真视通,-77.21,59.13,78.86,-260.61,91.26,3.17
002772,众兴菌业,165.82,50.9,75.8,-270.23,265.17,2.75
002773,康弘药业,323.82,111.71,108.07,57.7,156.2,5.15
002774,快意电梯,-145.66,5.05,14.39,-199.58,-12.86,0.15
002775,文科园林,485.39,84.83,75.15,179.59,503.22,4.58
002776,柏堡龙,84.64,50.71,86.51,-316.18,157.66,3.38
002777,久远银海,208.45,70.13,78.1,-34.23,198.43,3.3
002778,高科石化,-93.96,24.86,31.57,-150.9,45.02,1.69
002779,中坚科技,-281.14,21.94,39.74,-326.51,-4.5,1.02
002780,三夫户外,-278.7,4.54,25.82,-532.12,129.11,0.33
002781,奇信股份,121.17,44.14,46.6,60.46,126.67,3.45
002782,可立克,115.87,42.64,45.1,55.95,108.17,0.8300000000000001
002783,凯龙股份,35.09,43.48,47.97,-48.6,280.98,3.44
002785,万里石,-95.83,10.4,16.33,-151.64,101.28,0.36
002786,银宝山新,-590.1,24.59,44.48,-648.02,34.57,0.68
002787,华源控股,-139.97,46.95,62.8,-219.61,105.59,2.05
002788,鹭燕医药,170.41,53.66,58.27,2.15,192.99,4.78
002789,建艺集团,102.4,42.57,50.39,-82.0,234.13,5.47
002790,瑞尔特,-64.41,57.0,85.54,-252.63,51.08,4.43
002791,坚朗五金,-935.61,35.1,53.81,-1106.13,130.97,3.12
002792,通宇通讯,-403.37,35.47,74.71,-511.89,29.16,2.92
002793,东音股份,14.19,72.44,85.77,-120.4,114.9,2.71
002795,永和智控,-9.0,52.55,66.98,-161.85,144.49,1.69
002796,世嘉科技,7.91,21.4,42.48,-325.65,529.99,1.74
002797,第一创业,-191.63,13.47,23.03,-234.73,-5.2,0.34
002798,帝欧家居,3592.21,36.36,29.4,663.25,2546.64,3.11
002799,环球印务,-17.63,16.82,22.29,-90.86,84.38,0.59
002800,天顺股份,-310.76,21.12,37.89,-408.16,268.61,1.2
002801,微光股份,14.68,48.74,61.65,-127.05,122.2,3.33
002802,洪汇新材,145.47,46.38,52.68,-57.83,198.15,2.5300000000000002
002803,吉宏股份,787.72,68.65,44.56,434.1,615.55,3.19
002805,丰元股份,59.74,20.79,21.59,-35.07,38.88,1.2
002806,华锋股份,57.67,22.37,24.71,-8.2,80.1,0.61
002807,江阴银行,18.71,26.62,28.54,-26.1,58.15,1.37
002808,恒久科技,-90.85,16.72,25.78,-150.23,14.07,0.47000000000000003
002809,红墙股份,58.07,28.49,34.82,-68.88,282.11,2.25
002810,山东赫达,30.91,27.2,31.2,-51.99,128.84,1.77
002811,亚泰国际,97.07,24.13,29.71,-26.1,79.63,1.74
002812,恩捷股份,-31.53,31.18,42.88,-51.71,7.65,3.02
002813,路畅科技,-557.87,-0.86,14.25,-580.3,3.7199999999999998,-0.06
002815,崇达技术,123.41,52.3,56.64,5.4,109.23,2.26
002816,和科达,-99.84,5.15,11.62,-118.61,9.94,0.27
002817,黄山胶囊,-78.48,16.1,25.8,-125.83,-2.4,1.23
002818,富森美,56.42,42.22,45.82,-13.8,41.81,4.05
002819,东方中科,336.14,13.79,14.58,11667.55,62.41,0.52
002820,桂发祥,-23.67,23.07,35.22,-89.63,10.24,1.52
002821,凯莱英,119.86,40.46,44.62,3.35,126.22,3.63
002822,中装建设,77.86,19.88,23.01,19.04,123.91,0.68
002823,凯中精密,37.65,34.31,45.44,-56.33,58.87,1.37
002824,和胜股份,-165.86,16.46,34.66,-221.06,57.37,0.65
002825,纳尔股份,125.55,31.2,35.3,78.24,126.11,1.48
002826,易明医药,-74.68,15.82,29.27,-144.62,41.5,0.49
002827,高争民爆,-155.34,24.97,51.34,-218.28,-65.18,1.07
002828,贝肯能源,59.91,15.34,17.44,76.19,218.29,0.98
002829,星网宇达,-95.48,12.35,27.51,-162.72,275.24,0.64
002830,名雕股份,-31.24,9.89,18.01,-81.95,27.86,0.43
002831,裕同科技,-33.32,38.63,59.94,-118.73,85.59,4.71
002832,比音勒芬,173.38,40.95,43.49,48.7,131.73,4.31
002833,弘亚数控,144.19,75.38,89.6,-34.8,189.18,5.31
002835,同为股份,-497.89,0.73,27.44,-514.14,40.31,0.02
002836,新宏泽,-75.33,22.61,34.35,-123.77,-36.17,0.59
002837,英维克,-0.34,30.01,46.22,-130.34,155.06,1.08
002838,道恩股份,82.65,31.01,35.53,-6.73,81.46,1.51
002839,张家港行,55.11,24.46,23.73,17.16,39.94,1.15
002840,华统股份,97.79,28.9,29.29,9.07,51.12,1.58
002841,视源股份,73.97,79.21,124.69,-86.12,223.9,3.95
002842,翔鹭钨业,164.49,29.98,28.39,53.19,272.58,1.75
002843,泰嘉股份,136.05,24.22,23.64,45.94,86.18,1.06
002845,同兴达,13.29,36.52,51.47,-125.62,1.94,1.74
002846,英联股份,-107.7,8.67,14.9,-130.13,240.73,0.24
002847,盐津铺子,-20.07,31.59,64.71,-188.98,97.07,1.52
002848,高斯贝尔,-2828.63,-11.46,12.64,-3028.3,-81.16,-0.43
002849,威星智能,184.23,16.46,14.04,44.5,246.66,0.75
002850,科达利,-197.17,3.91,16.92,-225.66,34.01,0.48
002851,麦格米特,146.38,15.55,13.75,31.32,168.91,0.8200000000000001
002852,道道全,101.38,20.75,25.1,-59.8,48.15,1.57
002853,皮阿诺,144.36,17.37,24.13,-74.09,154.9,1.05
002855,捷荣技术,-63.81,5.38,8.01,-109.59,100.58,0.27
002856,美芝股份,-76.42,8.08,14.16,-142.92,21.42,0.46
002857,三晖电气,416.37,12.74,23.82,145.45,-49.75,0.56
002858,力盛赛车,352.28,1.9100000000000001,-3.62,252.42,400.54,0.02
002859,洁美科技,203.78,48.18,51.96,-105.3,240.76,2.66
002860,星帅尔,38.39,22.58,28.96,-76.15,57.05,1.42
002861,瀛通通讯,-122.3,8.01,16.17,-172.03,59.46,0.68
002862,实丰文化,-50.02,8.12,14.09,-132.18,-15.24,0.5700000000000001
002863,今飞凯达,42.96,11.44,9.21,164.5,49.31,0.30000000000000004
002866,传艺科技,75.83,15.17,16.42,-18.91,91.68,0.71
002867,周大生,76.91,26.28,28.2,-16.23,57.55,1.96
002868,绿康生化,-28.35,14.11,28.69,-102.45,-21.87,0.84
002869,金溢科技,-422.34,-1.24,37.84,-412.94,-102.78,-0.1
